tiempo,coste
33,9809.199999999999
60,8874.199999999999
60,8874.199999999999
33,9809.199999999999
34,9549.199999999999
37,9480.199999999999
38,9395.4
41,9285.4
40,9364.0
44,9260.199999999997
45,9182.999999999998
45,9182.999999999998
46,9144.8
56,8934.799999999997
57,8900.999999999998
34,9549.199999999999
35,9515.4
36,9511.4
37,9480.199999999999
49,9067.8
50,9037.0
59,8900.6
51,9009.6
38,9395.4
46,9144.8
50,9037.0
39,9368.0
47,9117.4
53,8984.199999999997
54,8957.8
47,9117.4
48,9090.999999999998
51,9009.6
53,8984.199999999997
48,9090.999999999998
49,9067.8
54,8957.8
56,8934.799999999997
41,9285.4
43,9264.799999999997
43,9264.799999999997
44,9260.199999999997
35,9515.4
39,9368.0
36,9511.4
40,9364.0
57,8900.999999999998
33,9809.199999999999
60,8874.199999999999
45,9182.999999999998
34,9549.199999999999
37,9480.199999999999
38,9395.4
46,9144.8
50,9037.0
47,9117.4
51,9009.6
53,8984.199999999997
48,9090.999999999998
49,9067.8
54,8957.8
41,9285.4
43,9264.799999999997
44,9260.199999999997
35,9515.4
39,9368.0
40,9364.0
36,9511.4
57,8900.999999999998
60,8874.199999999999
45,9182.999999999998
34,9549.199999999999
37,9480.199999999999
38,9395.4
46,9144.8
50,9037.0
47,9117.4
51,9009.6
53,8984.199999999997
49,9067.8
54,8957.8
41,9285.4
43,9264.799999999997
44,9260.199999999997
35,9515.4
39,9368.0
36,9511.4
40,9364.0
57,8900.999999999998
45,9182.999999999998
34,9549.199999999999
37,9480.199999999999
38,9395.4
46,9144.8
50,9037.0
47,9117.4
51,9009.6
53,8984.199999999997
49,9067.8
54,8957.8
32,9755.399999999998
61,8909.999999999998
32,9755.399999999998
39,9449.999999999998
40,9283.399999999998
35,9563.199999999997
34,9655.4
36,9517.8
33,9681.8
43,9217.599999999999
44,9156.399999999998
55,8916.399999999998
54,8961.999999999998
41,9252.599999999999
43,9217.599999999999
37,9485.399999999998
46,9129.599999999999
41,9252.599999999999
47,9098.799999999997
40,9283.399999999998
37,9485.399999999998
38,9454.599999999999
51,9006.0
53,8988.399999999998
50,9033.4
48,9074.399999999998
49,9046.999999999998
44,9156.399999999998
46,9129.599999999999
33,9681.8
54,8961.999999999998
34,9655.4
47,9098.799999999997
48,9074.399999999998
51,9006.0
53,8988.399999999998
49,9046.999999999998
50,9033.4
55,8916.399999999998
