tiempo,coste
43,3480.4000000000005
46,3451.2000000000003
47,3444.4
44,3464.4
45,3460.4000000000005
49,3431.2000000000003
47,3444.4
48,3441.4
50,3428.2000000000003
53,3400.0000000000005
58,3398.4000000000005
59,3392.6000000000004
37,3572.2000000000007
40,3521.6000000000004
38,3548.2000000000007
51,3413.2000000000003
41,3497.6000000000004
42,3487.8000000000006
43,3480.4000000000005
46,3451.2000000000003
44,3464.4
45,3460.4000000000005
49,3431.2000000000003
47,3444.4
48,3441.4
50,3428.2000000000003
53,3400.0000000000005
58,3398.4000000000005
37,3572.2000000000007
59,3392.6000000000004
40,3521.6000000000004
38,3548.2000000000007
51,3413.2000000000003
41,3497.6000000000004
42,3487.8000000000006
43,3480.4000000000005
46,3451.2000000000003
44,3464.4
45,3460.4000000000005
49,3431.2000000000003
47,3444.4
48,3441.4
50,3428.2000000000003
53,3400.0000000000005
58,3398.4000000000005
37,3572.2000000000007
59,3392.6000000000004
40,3521.6000000000004
38,3548.2000000000007
51,3413.2000000000003
41,3497.6000000000004
42,3487.8000000000006
43,3480.4000000000005
46,3451.2000000000003
44,3464.4
45,3460.4000000000005
49,3431.2000000000003
47,3444.4
48,3441.4
50,3428.2000000000003
53,3400.0000000000005
58,3398.4000000000005
37,3572.2000000000007
59,3392.6000000000004
40,3521.6000000000004
38,3548.2000000000007
51,3413.2000000000003
41,3497.6000000000004
42,3487.8000000000006
43,3480.4000000000005
46,3451.2000000000003
44,3464.4
45,3460.4000000000005
49,3431.2000000000003
47,3444.4
50,3428.2000000000003
48,3441.4
49,3431.2000000000003
34,3714.8000000000006
49,3431.2000000000003
34,3714.8000000000006
35,3584.8
35,3584.8
36,3547.2000000000003
37,3539.8
38,3521.6000000000004
44,3464.4
47,3444.4
42,3488.4
39,3514.2000000000003
40,3501.0000000000005
46,3451.2000000000003
43,3475.2000000000003
44,3464.4
43,3475.2000000000003
46,3451.2000000000003
47,3444.4
36,3547.2000000000003
38,3521.6000000000004
37,3539.8
39,3514.2000000000003
40,3501.0000000000005
41,3494.2000000000003
41,3494.2000000000003
42,3488.4
49,3431.2000000000003
34,3714.8000000000006
35,3584.8
44,3464.4
43,3475.2000000000003
46,3451.2000000000003
47,3444.4
36,3547.2000000000003
38,3521.6000000000004
39,3514.2000000000003
37,3539.8
40,3501.0000000000005
41,3494.2000000000003
42,3488.4
49,3431.2000000000003
34,3714.8000000000006
35,3584.8
44,3464.4
43,3475.2000000000003
46,3451.2000000000003
47,3444.4
36,3547.2000000000003
38,3521.6000000000004
39,3514.2000000000003
37,3539.8
40,3501.0000000000005
41,3494.2000000000003
42,3488.4
34,3714.8000000000006
49,3431.2000000000003
35,3584.8
44,3464.4
43,3475.2000000000003
46,3451.2000000000003
47,3444.4
36,3547.2000000000003
38,3521.6000000000004
37,3539.8
39,3514.2000000000003
40,3501.0000000000005
41,3494.2000000000003
42,3488.4
49,3431.2000000000003
34,3714.8000000000006
35,3584.8
44,3464.4
43,3475.2000000000003
46,3451.2000000000003
47,3444.4
36,3547.2000000000003
38,3521.6000000000004
37,3539.8
39,3514.2000000000003
40,3501.0000000000005
41,3494.2000000000003
42,3488.4
34,3714.8000000000006
49,3431.2000000000003
35,3584.8
44,3464.4
43,3475.2000000000003
46,3451.2000000000003
47,3444.4
36,3547.2000000000003
38,3521.6000000000004
37,3539.8
39,3514.2000000000003
40,3501.0000000000005
41,3494.2000000000003
42,3488.4
49,3431.2000000000003
34,3714.8000000000006
53,3426.4
38,3609.6000000000004
53,3426.4
38,3609.6000000000004
39,3535.2000000000003
39,3535.2000000000003
40,3514.0
40,3514.0
41,3500.8
43,3488.4
51,3439.6
46,3468.4
44,3476.8
52,3428.0
47,3456.8
41,3500.8
42,3490.0
48,3455.2000000000003
49,3448.0
44,3476.8
49,3448.0
50,3441.2
45,3470.0
52,3428.0
47,3456.8
42,3490.0
45,3470.0
50,3441.2
43,3488.4
46,3468.4
51,3439.6
48,3455.2000000000003
53,3426.4
38,3609.6000000000004
39,3535.2000000000003
40,3514.0
41,3500.8
44,3476.8
49,3448.0
47,3456.8
52,3428.0
42,3490.0
50,3441.2
45,3470.0
51,3439.6
48,3455.2000000000003
43,3488.4
46,3468.4
38,3609.6000000000004
53,3426.4
39,3535.2000000000003
40,3514.0
41,3500.8
44,3476.8
49,3448.0
47,3456.8
52,3428.0
42,3490.0
50,3441.2
45,3470.0
46,3468.4
43,3488.4
51,3439.6
48,3455.2000000000003
38,3609.6000000000004
53,3426.4
39,3535.2000000000003
40,3514.0
41,3500.8
44,3476.8
49,3448.0
52,3428.0
47,3456.8
42,3490.0
50,3441.2
45,3470.0
43,3488.4
46,3468.4
51,3439.6
48,3455.2000000000003
38,3609.6000000000004
53,3426.4
39,3535.2000000000003
40,3514.0
41,3500.8
44,3476.8
49,3448.0
52,3428.0
47,3456.8
42,3490.0
45,3470.0
50,3441.2
46,3468.4
43,3488.4
51,3439.6
48,3455.2000000000003
38,3609.6000000000004
53,3426.4
39,3535.2000000000003
40,3514.0
35,3584.8
52,3418.4000000000005
35,3584.8
52,3418.4000000000005
36,3547.2000000000003
37,3539.8
38,3521.6000000000004
39,3514.2000000000003
40,3501.0000000000005
42,3487.8000000000006
43,3477.0000000000005
47,3447.2000000000007
43,3477.0000000000005
51,3428.2000000000003
46,3457.0000000000005
44,3467.2000000000007
47,3447.2000000000007
49,3438.4000000000005
49,3438.4000000000005
36,3547.2000000000003
38,3521.6000000000004
37,3539.8
39,3514.2000000000003
40,3501.0000000000005
44,3467.2000000000007
41,3494.2000000000003
50,3431.6000000000004
45,3460.4000000000005
41,3494.2000000000003
42,3487.8000000000006
50,3431.6000000000004
45,3460.4000000000005
51,3428.2000000000003
46,3457.0000000000005
35,3584.8
52,3418.4000000000005
43,3477.0000000000005
47,3447.2000000000007
49,3438.4000000000005
36,3547.2000000000003
38,3521.6000000000004
37,3539.8
39,3514.2000000000003
40,3501.0000000000005
44,3467.2000000000007
41,3494.2000000000003
42,3487.8000000000006
50,3431.6000000000004
45,3460.4000000000005
51,3428.2000000000003
46,3457.0000000000005
35,3584.8
52,3418.4000000000005
43,3477.0000000000005
47,3447.2000000000007
49,3438.4000000000005
36,3547.2000000000003
38,3521.6000000000004
39,3514.2000000000003
37,3539.8
40,3501.0000000000005
44,3467.2000000000007
41,3494.2000000000003
42,3487.8000000000006
50,3431.6000000000004
45,3460.4000000000005
51,3428.2000000000003
46,3457.0000000000005
35,3584.8
52,3418.4000000000005
43,3477.0000000000005
47,3447.2000000000007
49,3438.4000000000005
36,3547.2000000000003
38,3521.6000000000004
37,3539.8
39,3514.2000000000003
40,3501.0000000000005
44,3467.2000000000007
41,3494.2000000000003
42,3487.8000000000006
50,3431.6000000000004
45,3460.4000000000005
51,3428.2000000000003
46,3457.0000000000005
52,3418.4000000000005
35,3584.8
43,3477.0000000000005
47,3447.2000000000007
49,3438.4000000000005
36,3547.2000000000003
38,3521.6000000000004
37,3539.8
39,3514.2000000000003
40,3501.0000000000005
44,3467.2000000000007
41,3494.2000000000003
42,3487.8000000000006
50,3431.6000000000004
45,3460.4000000000005
