tiempo,coste
35,3637.2
62,3392.6000000000004
35,3637.2
62,3392.6000000000004
36,3547.2000000000003
38,3521.6000000000004
37,3545.6000000000004
54,3402.4
49,3431.2000000000003
40,3508.4000000000005
38,3521.6000000000004
44,3464.4
52,3415.6
42,3488.4
47,3444.4
43,3475.2000000000003
46,3451.2000000000003
40,3508.4000000000005
41,3495.7999999999997
44,3464.4
43,3475.2000000000003
54,3402.4
49,3431.2000000000003
51,3422.4
46,3451.2000000000003
51,3422.4
52,3415.6
47,3444.4
41,3495.7999999999997
42,3488.4
36,3547.2000000000003
37,3545.6000000000004
35,3637.2
62,3392.6000000000004
38,3521.6000000000004
40,3508.4000000000005
44,3464.4
43,3475.2000000000003
54,3402.4
49,3431.2000000000003
46,3451.2000000000003
51,3422.4
47,3444.4
52,3415.6
41,3495.7999999999997
42,3488.4
36,3547.2000000000003
37,3545.6000000000004
35,3637.2
62,3392.6000000000004
38,3521.6000000000004
40,3508.4000000000005
44,3464.4
43,3475.2000000000003
54,3402.4
49,3431.2000000000003
46,3451.2000000000003
51,3422.4
52,3415.6
47,3444.4
41,3495.7999999999997
42,3488.4
36,3547.2000000000003
37,3545.6000000000004
35,3637.2
62,3392.6000000000004
38,3521.6000000000004
40,3508.4000000000005
44,3464.4
43,3475.2000000000003
54,3402.4
49,3431.2000000000003
46,3451.2000000000003
51,3422.4
52,3415.6
47,3444.4
41,3495.7999999999997
42,3488.4
36,3547.2000000000003
37,3545.6000000000004
62,3392.6000000000004
35,3637.2
38,3521.6000000000004
40,3508.4000000000005
44,3464.4
43,3475.2000000000003
54,3402.4
49,3431.2000000000003
46,3451.2000000000003
51,3422.4
52,3415.6
47,3444.4
41,3495.7999999999997
42,3488.4
36,3547.2000000000003
37,3545.6000000000004
35,3637.2
62,3392.6000000000004
38,3521.6000000000004
40,3508.4000000000005
54,3402.4
54,3402.4
34,3609.6
36,3577.4
40,3533.2
41,3495.7999999999997
42,3494.2
43,3467.0
37,3564.2000000000003
38,3546.4
48,3426.4
44,3459.6
46,3439.6
52,3415.6
45,3446.4
37,3564.2000000000003
39,3544.8
40,3533.2
51,3421.6
46,3439.6
43,3467.0
44,3459.6
52,3415.6
45,3446.4
48,3426.4
51,3421.6
41,3495.7999999999997
38,3546.4
39,3544.8
42,3494.2
54,3402.4
40,3533.2
46,3439.6
44,3459.6
52,3415.6
45,3446.4
48,3426.4
51,3421.6
38,3546.4
41,3495.7999999999997
39,3544.8
42,3494.2
54,3402.4
40,3533.2
46,3439.6
44,3459.6
52,3415.6
45,3446.4
48,3426.4
51,3421.6
38,3546.4
41,3495.7999999999997
39,3544.8
42,3494.2
54,3402.4
44,3459.6
40,3533.2
46,3439.6
52,3415.6
45,3446.4
48,3426.4
51,3421.6
38,3546.4
41,3495.7999999999997
42,3494.2
39,3544.8
54,3402.4
44,3459.6
40,3533.2
46,3439.6
52,3415.6
45,3446.4
48,3426.4
51,3421.6
38,3546.4
41,3495.7999999999997
42,3494.2
39,3544.8
54,3402.4
44,3459.6
40,3533.2
46,3439.6
52,3415.6
48,3426.4
51,3421.6
38,3546.4
41,3495.7999999999997
42,3494.2
39,3544.8
54,3402.4
44,3459.6
40,3533.2
52,3415.6
39,3544.8
40,3533.2
41,3495.7999999999997
38,3546.4
54,3402.4
40,3533.2
39,3544.8
57,3402.4
33,3698.8000000000006
57,3402.4
33,3698.8000000000006
37,3617.6000000000004
38,3546.4
34,3669.4000000000005
40,3529.0
41,3495.7999999999997
36,3648.2000000000003
37,3617.6000000000004
36,3648.2000000000003
44,3464.4
43,3482.6
49,3431.2000000000003
39,3544.8
40,3529.0
44,3464.4
55,3415.6
47,3444.4
46,3451.2000000000003
54,3422.4
49,3431.2000000000003
54,3422.4
46,3451.2000000000003
47,3444.4
55,3415.6
42,3490.0
43,3482.6
41,3495.7999999999997
42,3490.0
38,3546.4
39,3544.8
57,3402.4
33,3698.8000000000006
37,3617.6000000000004
36,3648.2000000000003
40,3529.0
44,3464.4
49,3431.2000000000003
54,3422.4
46,3451.2000000000003
47,3444.4
55,3415.6
43,3482.6
41,3495.7999999999997
42,3490.0
38,3546.4
39,3544.8
57,3402.4
33,3698.8000000000006
36,3648.2000000000003
37,3617.6000000000004
40,3529.0
44,3464.4
49,3431.2000000000003
54,3422.4
46,3451.2000000000003
47,3444.4
55,3415.6
43,3482.6
41,3495.7999999999997
42,3490.0
38,3546.4
39,3544.8
57,3402.4
33,3698.8000000000006
36,3648.2000000000003
37,3617.6000000000004
40,3529.0
44,3464.4
49,3431.2000000000003
54,3422.4
46,3451.2000000000003
47,3444.4
55,3415.6
43,3482.6
41,3495.7999999999997
42,3490.0
38,3546.4
39,3544.8
33,3698.8000000000006
57,3402.4
36,3648.2000000000003
37,3617.6000000000004
40,3529.0
44,3464.4
49,3431.2000000000003
54,3422.4
46,3451.2000000000003
55,3415.6
43,3482.6
41,3495.7999999999997
42,3490.0
38,3546.4
39,3544.8
57,3402.4
33,3698.8000000000006
36,3648.2000000000003
37,3617.6000000000004
36,3547.2000000000003
62,3392.6000000000004
36,3547.2000000000003
62,3392.6000000000004
54,3402.4
42,3485.2
37,3539.8
43,3467.0
38,3521.6000000000004
48,3426.4
46,3439.6
44,3459.6
52,3415.6
39,3514.2000000000003
40,3501.0000000000005
45,3446.4
54,3402.4
51,3422.4
40,3501.0000000000005
41,3492.6
52,3415.6
46,3439.6
38,3521.6000000000004
43,3467.0
41,3492.6
39,3514.2000000000003
37,3539.8
44,3459.6
42,3485.2
45,3446.4
48,3426.4
51,3422.4
36,3547.2000000000003
62,3392.6000000000004
54,3402.4
40,3501.0000000000005
46,3439.6
52,3415.6
38,3521.6000000000004
43,3467.0
41,3492.6
37,3539.8
42,3485.2
44,3459.6
39,3514.2000000000003
45,3446.4
48,3426.4
51,3422.4
62,3392.6000000000004
36,3547.2000000000003
54,3402.4
40,3501.0000000000005
52,3415.6
46,3439.6
43,3467.0
38,3521.6000000000004
41,3492.6
37,3539.8
39,3514.2000000000003
42,3485.2
44,3459.6
45,3446.4
48,3426.4
51,3422.4
62,3392.6000000000004
36,3547.2000000000003
54,3402.4
40,3501.0000000000005
46,3439.6
52,3415.6
38,3521.6000000000004
43,3467.0
41,3492.6
39,3514.2000000000003
42,3485.2
44,3459.6
37,3539.8
45,3446.4
48,3426.4
51,3422.4
62,3392.6000000000004
36,3547.2000000000003
54,3402.4
40,3501.0000000000005
52,3415.6
46,3439.6
38,3521.6000000000004
43,3467.0
41,3492.6
37,3539.8
39,3514.2000000000003
44,3459.6
42,3485.2
45,3446.4
48,3426.4
51,3422.4
62,3392.6000000000004
36,3547.2000000000003
54,3402.4
40,3501.0000000000005
36,3547.2000000000003
54,3402.4
36,3547.2000000000003
54,3402.4
38,3521.6000000000004
37,3545.6000000000004
43,3475.2000000000003
38,3521.6000000000004
52,3415.6
42,3488.4
40,3508.4000000000005
41,3500.8
42,3488.4
43,3475.2000000000003
45,3464.4
45,3464.4
46,3455.2000000000003
50,3431.2000000000003
48,3444.4
51,3422.4
49,3435.6
40,3508.4000000000005
52,3415.6
41,3500.8
51,3422.4
47,3451.2000000000003
48,3444.4
49,3435.6
50,3431.2000000000003
46,3455.2000000000003
47,3451.2000000000003
37,3545.6000000000004
54,3402.4
36,3547.2000000000003
38,3521.6000000000004
42,3488.4
43,3475.2000000000003
45,3464.4
40,3508.4000000000005
52,3415.6
41,3500.8
51,3422.4
48,3444.4
49,3435.6
50,3431.2000000000003
46,3455.2000000000003
47,3451.2000000000003
37,3545.6000000000004
36,3547.2000000000003
54,3402.4
38,3521.6000000000004
42,3488.4
43,3475.2000000000003
45,3464.4
40,3508.4000000000005
52,3415.6
41,3500.8
51,3422.4
48,3444.4
49,3435.6
50,3431.2000000000003
46,3455.2000000000003
47,3451.2000000000003
37,3545.6000000000004
54,3402.4
36,3547.2000000000003
38,3521.6000000000004
42,3488.4
43,3475.2000000000003
45,3464.4
40,3508.4000000000005
52,3415.6
41,3500.8
51,3422.4
48,3444.4
49,3435.6
50,3431.2000000000003
46,3455.2000000000003
47,3451.2000000000003
37,3545.6000000000004
36,3547.2000000000003
54,3402.4
38,3521.6000000000004
42,3488.4
43,3475.2000000000003
45,3464.4
40,3508.4000000000005
52,3415.6
41,3500.8
51,3422.4
48,3444.4
49,3435.6
50,3431.2000000000003
46,3455.2000000000003
47,3451.2000000000003
37,3545.6000000000004
36,3547.2000000000003
54,3402.4
38,3521.6000000000004
42,3488.4
32,3873.600000000001
54,3402.4
32,3873.600000000001
54,3402.4
33,3762.8000000000006
37,3625.8
38,3546.4
35,3633.2000000000003
34,3708.600000000001
33,3762.8000000000006
34,3708.600000000001
40,3527.6
41,3495.7999999999997
38,3546.4
40,3527.6
44,3464.4
43,3479.4
44,3464.4
46,3451.2000000000003
42,3490.0
43,3479.4
48,3441.4
49,3431.2000000000003
46,3451.2000000000003
35,3633.2000000000003
37,3625.8
52,3415.6
53,3408.2000000000003
50,3428.2000000000003
47,3444.4
51,3421.4
53,3408.2000000000003
51,3421.4
52,3415.6
41,3495.7999999999997
42,3490.0
49,3431.2000000000003
47,3444.4
50,3428.2000000000003
48,3441.4
54,3402.4
32,3873.600000000001
33,3762.8000000000006
34,3708.600000000001
38,3546.4
40,3527.6
44,3464.4
43,3479.4
46,3451.2000000000003
35,3633.2000000000003
37,3625.8
53,3408.2000000000003
51,3421.4
52,3415.6
41,3495.7999999999997
42,3490.0
49,3431.2000000000003
47,3444.4
50,3428.2000000000003
48,3441.4
54,3402.4
32,3873.600000000001
33,3762.8000000000006
34,3708.600000000001
38,3546.4
40,3527.6
44,3464.4
43,3479.4
46,3451.2000000000003
35,3633.2000000000003
37,3625.8
53,3408.2000000000003
51,3421.4
52,3415.6
41,3495.7999999999997
42,3490.0
49,3431.2000000000003
47,3444.4
50,3428.2000000000003
48,3441.4
32,3873.600000000001
54,3402.4
33,3762.8000000000006
34,3708.600000000001
38,3546.4
40,3527.6
44,3464.4
43,3479.4
46,3451.2000000000003
35,3633.2000000000003
37,3625.8
53,3408.2000000000003
51,3421.4
52,3415.6
41,3495.7999999999997
42,3490.0
49,3431.2000000000003
47,3444.4
50,3428.2000000000003
48,3441.4
62,3392.6000000000004
35,3633.2000000000003
62,3392.6000000000004
35,3633.2000000000003
36,3547.2000000000003
54,3402.4
42,3485.2
37,3539.8
38,3521.6000000000004
43,3467.0
48,3426.4
44,3459.6
39,3514.2000000000003
52,3415.6
46,3439.6
45,3446.4
40,3501.0000000000005
54,3402.4
48,3426.4
51,3416.6000000000004
40,3501.0000000000005
41,3492.6
46,3439.6
36,3547.2000000000003
38,3521.6000000000004
43,3467.0
41,3492.6
42,3485.2
37,3539.8
39,3514.2000000000003
44,3459.6
45,3446.4
51,3416.6000000000004
52,3415.6
35,3633.2000000000003
62,3392.6000000000004
54,3402.4
48,3426.4
40,3501.0000000000005
46,3439.6
36,3547.2000000000003
38,3521.6000000000004
43,3467.0
41,3492.6
42,3485.2
44,3459.6
37,3539.8
